1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
38,644,5336,19011,50979,74893,92409,108104,122774,138236,159632,174653,194756,228477,255833,296438,369626,475548,563257,601657,618436,625166
